id,gender,region,age
626,0,"zilinsky kraj, rajec",22
627,1,"zilinsky kraj, zilina",22
628,0,"zilinsky kraj, kysucke nove mesto",20
629,0,"zilinsky kraj, zilina",19
630,0,"zilinsky kraj, turzovka",20
631,0,"zilinsky kraj, kysucke nove mesto",20
632,0,"zilinsky kraj, zilina",0
633,0,"zilinsky kraj, zilina",0
634,0,"zilinsky kraj, cadca",24
635,0,"zilinsky kraj, zilina",20
636,0,"zilinsky kraj, kysucke nove mesto",18
637,0,"zilinsky kraj, zilina",0
638,0,"zilinsky kraj, kysucke nove mesto",19
639,0,"zilinsky kraj, cadca",20
640,0,"zilinsky kraj, zilina",18
641,1,"zilinsky kraj, zilina",21
642,0,"zilinsky kraj, kysucke nove mesto",17
643,0,"zahranicie, zahranicie - ostatne",19
644,0,"zilinsky kraj, zilina",18
645,0,"zilinsky kraj, zilina",0
646,1,"zilinsky kraj, kysucke nove mesto",20
647,0,"zilinsky kraj, kysucke nove mesto",19
648,1,"zilinsky kraj, zilina",20
649,0,"zilinsky kraj, zilina",0
650,0,"zilinsky kraj, zilina",20
651,0,"zilinsky kraj, bytca",20
652,0,"zilinsky kraj, zilina",0
653,0,"zilinsky kraj, zilina",19
654,0,"zilinsky kraj, kysucke nove mesto",19
655,0,"zilinsky kraj, kysucke nove mesto",19
656,0,"zilinsky kraj, kysucke nove mesto",21
657,0,"kosicky kraj, spisska nova ves",18
658,0,"zilinsky kraj, turzovka",20
659,0,"zilinsky kraj, zilina",20
660,1,"zilinsky kraj, zilina",21
661,0,"zilinsky kraj, martin",0
662,0,"zilinsky kraj, cadca",21
663,0,"ceska republika, cz - praha",21
664,0,"zahranicie, zahranicie - usa",0
665,0,"zilinsky kraj, kysucke nove mesto",0
666,0,"kosicky kraj, michalovce",18
667,0,"zilinsky kraj, zilina",0
668,0,"trnavsky kraj, senica",20
669,0,"zilinsky kraj, zilina",0
670,0,"zilinsky kraj, zilina",20
671,0,"trenciansky kraj, povazska bystrica",18
672,0,"zilinsky kraj, zilina",21
673,0,"zilinsky kraj, zilina",0
674,1,"zahranicie, zahranicie - ostatne",23
675,0,"zilinsky kraj, rajec",19
676,0,"zilinsky kraj, zilina",19
677,0,"zilinsky kraj, zilina",20
678,0,"zilinsky kraj, kysucke nove mesto",19
679,0,"ceska republika, cz - liberecky kraj",18
680,0,"zilinsky kraj, zilina",19
681,1,"zahranicie, zahranicie - nemecko",21
682,0,"zilinsky kraj, cadca",0
683,0,"zilinsky kraj, cadca",0
684,0,"zilinsky kraj, zilina",20
685,0,"zahranicie, zahranicie - usa",20
686,0,"zilinsky kraj, zilina",18
687,0,"zilinsky kraj, zilina",19
688,0,"zahranicie, zahranicie - usa",19
689,0,"zilinsky kraj, cadca",0
690,0,"zilinsky kraj, cadca",18
691,0,"zilinsky kraj, turzovka",19
692,0,"trenciansky kraj, povazska bystrica",0
693,0,"zilinsky kraj, turzovka",19
694,0,"zilinsky kraj, zilina",0
695,0,"zilinsky kraj, zilina",0
696,1,"zilinsky kraj, zilina",26
697,0,"zilinsky kraj, martin",0
698,1,"zilinsky kraj, kysucke nove mesto",32
699,0,"zilinsky kraj, kysucke nove mesto",18
700,0,"zahranicie, zahranicie - ostatne",0
701,1,"zilinsky kraj, kysucke nove mesto",25
702,1,"zilinsky kraj, kysucke nove mesto",25
703,0,"zilinsky kraj, zilina",0
704,1,"zilinsky kraj, kysucke nove mesto",0
705,0,"zilinsky kraj, zilina",17
706,1,"zilinsky kraj, kysucke nove mesto",25
707,1,"zilinsky kraj, kysucke nove mesto",0
708,0,"zilinsky kraj, namestovo",19
709,1,"zilinsky kraj, kysucke nove mesto",19
710,0,"zilinsky kraj, kysucke nove mesto",24
711,0,"zilinsky kraj, tvrdosin",23
712,1,"zilinsky kraj, kysucke nove mesto",29
713,1,"zilinsky kraj, kysucke nove mesto",25
714,1,"zilinsky kraj, kysucke nove mesto",29
715,1,"zilinsky kraj, kysucke nove mesto",20
716,1,"zilinsky kraj, kysucke nove mesto",23
717,0,"zilinsky kraj, namestovo",0
718,0,"zilinsky kraj, zilina",22
719,0,"zilinsky kraj, zilina",22
720,0,"zilinsky kraj, kysucke nove mesto",25
721,0,"zilinsky kraj, kysucke nove mesto",19
722,1,"zilinsky kraj, kysucke nove mesto",28
723,0,"zilinsky kraj, kysucke nove mesto",0
724,1,"zahranicie, zahranicie - australia",22
725,0,"zahranicie, zahranicie - ostatne",20
726,0,"zilinsky kraj, kysucke nove mesto",18
727,1,"zilinsky kraj, zilina",0
728,1,"zilinsky kraj, zilina",26
729,0,"zilinsky kraj, kysucke nove mesto",0
730,1,"zilinsky kraj, martin",25
731,0,"zilinsky kraj, kysucke nove mesto",21
732,0,"zilinsky kraj, kysucke nove mesto",0
733,1,"zilinsky kraj, zilina",0
734,0,"zilinsky kraj, kysucke nove mesto",21
735,1,"zahranicie, zahranicie - ostatne",26
736,1,"zilinsky kraj, kysucke nove mesto",27
737,0,"zilinsky kraj, kysucke nove mesto",28
738,0,"zilinsky kraj, kysucke nove mesto",20
739,1,"zilinsky kraj, kysucke nove mesto",0
740,0,"zilinsky kraj, zilina",21
741,1,"zilinsky kraj, cadca",20
742,1,"zilinsky kraj, kysucke nove mesto",24
743,1,"zilinsky kraj, martin",28
744,1,"zilinsky kraj, kysucke nove mesto",0
745,1,"nitriansky kraj, nitra",19
746,0,"zilinsky kraj, kysucke nove mesto",20
747,1,"zilinsky kraj, kysucke nove mesto",0
748,0,"zilinsky kraj, kysucke nove mesto",26
749,0,"zilinsky kraj, kysucke nove mesto",20
750,1,"zilinsky kraj, zilina",20
751,1,"zilinsky kraj, kysucke nove mesto",22
752,1,"zilinsky kraj, kysucke nove mesto",22
753,1,"zilinsky kraj, cadca",25
754,1,"zilinsky kraj, zilina",20
755,0,"zilinsky kraj, zilina",20
756,1,"zilinsky kraj, kysucke nove mesto",0
757,0,"zilinsky kraj, kysucke nove mesto",19
758,1,"zilinsky kraj, zilina",24
759,1,"zilinsky kraj, kysucke nove mesto",15
760,0,"zilinsky kraj, kysucke nove mesto",20
761,1,"zilinsky kraj, kysucke nove mesto",20
762,0,"zilinsky kraj, kysucke nove mesto",17
763,0,"zilinsky kraj, zilina",0
764,1,"zilinsky kraj, zilina",0
765,0,"zilinsky kraj, kysucke nove mesto",0
766,1,"nitriansky kraj, zlate moravce",22
767,1,"zilinsky kraj, martin",17
768,1,"zilinsky kraj, kysucke nove mesto",19
769,0,"zilinsky kraj, kysucke nove mesto",0
770,0,"zilinsky kraj, zilina",22
771,0,"zilinsky kraj, zilina",20
772,1,"zilinsky kraj, zilina",23
773,0,"zilinsky kraj, zilina",21
774,1,"zahranicie, zahranicie - australia",0
775,1,"bratislavsky kraj, malacky",0
776,1,"zilinsky kraj, kysucke nove mesto",21
777,1,"zilinsky kraj, kysucke nove mesto",0
778,1,"zilinsky kraj, kysucke nove mesto",20
779,0,"zahranicie, zahranicie - usa",20
780,1,"zilinsky kraj, kysucke nove mesto",18
781,1,"kosicky kraj, michalovce",0
782,1,"zilinsky kraj, zilina",0
783,1,"zilinsky kraj, zilina",26
784,0,"zilinsky kraj, zilina",18
785,1,"zilinsky kraj, zilina",0
786,0,"zilinsky kraj, bytca",21
787,1,"zilinsky kraj, bytca",22
788,1,"trenciansky kraj, myjava",22
789,0,"zilinsky kraj, kysucke nove mesto",0
790,1,"zahranicie, zahranicie - ostatne",25
791,1,"banskobystricky kraj, zvolen",23
792,1,"zahranicie, zahranicie - ostatne",0
793,0,"zilinsky kraj, bytca",21
794,1,"trenciansky kraj, povazska bystrica",22
795,1,"zilinsky kraj, kysucke nove mesto",0
796,1,"nitriansky kraj, sahy",21
797,1,"zilinsky kraj, zilina",21
798,0,"zilinsky kraj, zilina",22
799,1,"zilinsky kraj, zilina",21
800,0,"zilinsky kraj, bytca",22
801,1,"zilinsky kraj, zilina",21
802,0,"zilinsky kraj, rajec",23
803,0,"zilinsky kraj, zilina",21
804,1,"zilinsky kraj, zilina",27
805,1,"zilinsky kraj, kysucke nove mesto",0
806,0,"zilinsky kraj, zilina",22
807,0,"zilinsky kraj, kysucke nove mesto",0
808,1,"zilinsky kraj, zilina",21
809,0,"zilinsky kraj, bytca",20
810,0,"zilinsky kraj, kysucke nove mesto",20
811,0,"zilinsky kraj, zilina",23
812,1,"banskobystricky kraj, zvolen",22
813,0,"zilinsky kraj, zilina",20
814,1,"zilinsky kraj, kysucke nove mesto",25
815,0,"zilinsky kraj, kysucke nove mesto",20
816,1,"zilinsky kraj, zilina",25
817,1,"zilinsky kraj, zilina",21
818,0,"zilinsky kraj, bytca",21
819,1,"zilinsky kraj, kysucke nove mesto",21
820,0,"zilinsky kraj, zilina",21
821,1,"trenciansky kraj, partizanske",25
822,1,"zilinsky kraj, kysucke nove mesto",19
823,1,"trenciansky kraj, povazska bystrica",23
824,1,"trnavsky kraj, trnava",19
825,1,"zilinsky kraj, kysucke nove mesto",24
826,1,"trnavsky kraj, trnava",0
827,1,"banskobystricky kraj, zvolen",0
828,1,"zilinsky kraj, zilina",24
829,1,"zilinsky kraj, kysucke nove mesto",23
830,0,"zilinsky kraj, zilina",23
831,1,"zilinsky kraj, trstena",22
832,0,"zilinsky kraj, kysucke nove mesto",22
833,0,"zahranicie, zahranicie - usa",20
834,1,"bratislavsky kraj, bratislava - okolie",18
835,1,"zilinsky kraj, bytca",21
836,1,"zahranicie, zahranicie - usa",0
837,1,"zilinsky kraj, zilina",0
838,1,"zilinsky kraj, zilina",21
839,1,"zilinsky kraj, zilina",0
840,1,"zilinsky kraj, zilina",0
841,1,"zilinsky kraj, kysucke nove mesto",0
842,1,"zilinsky kraj, zilina",23
843,1,"zilinsky kraj, zilina",24
844,0,"zilinsky kraj, zilina",0
845,1,"zahranicie, zahranicie - ostatne",0
846,1,"presovsky kraj, presov",22
847,0,"zilinsky kraj, kysucke nove mesto",17
848,1,"zilinsky kraj, zilina",18
849,1,"zilinsky kraj, zilina",18
850,1,"zilinsky kraj, martin",0
851,1,"zilinsky kraj, zilina",25
852,1,"zilinsky kraj, zilina",0
853,0,"zilinsky kraj, kysucke nove mesto",23
854,0,"zilinsky kraj, kysucke nove mesto",21
855,1,"zilinsky kraj, zilina",0
856,1,"zilinsky kraj, zilina",21
857,1,"presovsky kraj, stara lubovna",21
858,0,"zilinsky kraj, kysucke nove mesto",20
859,1,"zilinsky kraj, rajec",0
860,1,"zilinsky kraj, kysucke nove mesto",13
861,0,"zilinsky kraj, kysucke nove mesto",20
862,0,"zilinsky kraj, zilina",21
863,1,"zilinsky kraj, rajecke teplice",23
864,0,"zahranicie, zahranicie - australia",19
865,1,"zilinsky kraj, zilina",27
866,0,"zilinsky kraj, zilina",18
867,0,"zilinsky kraj, cadca",0
868,1,"trnavsky kraj, dunajska streda",0
869,0,"zilinsky kraj, zilina",20
870,0,"zilinsky kraj, zilina",20
871,0,"zilinsky kraj, zilina",30
872,0,"zilinsky kraj, zilina",21
873,0,"zilinsky kraj, zilina",19
874,1,"zilinsky kraj, zilina",26
875,0,"zilinsky kraj, zilina",21
876,0,"zilinsky kraj, kysucke nove mesto",22
877,1,"zilinsky kraj, zilina",23
878,0,"zilinsky kraj, zilina",0
879,1,"zilinsky kraj, zilina",21
880,0,"zilinsky kraj, zilina",21
881,1,"zilinsky kraj, bytca",0
882,1,"zilinsky kraj, zilina",26
883,1,"zilinsky kraj, zilina",0
884,1,"zilinsky kraj, zilina",19
885,1,"zilinsky kraj, zilina",23
886,0,"zilinsky kraj, cadca",22
887,1,"zilinsky kraj, rajecke teplice",22
888,1,"zilinsky kraj, zilina",0
889,0,"zilinsky kraj, zilina",0
890,0,"zilinsky kraj, cadca",0
891,0,"zilinsky kraj, zilina",20
892,1,"zilinsky kraj, zilina",18
893,0,"zahranicie, zahranicie - ostatne",22
894,0,"zilinsky kraj, zilina",22
895,0,"zilinsky kraj, zilina",0
896,0,"zilinsky kraj, kysucke nove mesto",21
897,1,"zilinsky kraj, zilina",0
898,1,"zilinsky kraj, zilina",23
899,0,"zilinsky kraj, kysucke nove mesto",23
900,0,"zilinsky kraj, zilina",20
901,1,"zilinsky kraj, zilina",22
902,1,"zilinsky kraj, zilina",0
903,0,"zilinsky kraj, zilina",21
904,1,"zilinsky kraj, zilina",0
905,0,"zilinsky kraj, zilina",0
906,0,"zilinsky kraj, cadca",24
907,1,"zilinsky kraj, zilina",0
908,1,"zilinsky kraj, zilina",18
909,0,"zilinsky kraj, zilina",0
910,0,"zilinsky kraj, zilina",20
911,0,"zilinsky kraj, zilina",0
912,0,"zahranicie, zahranicie - ostatne",24
913,0,"zilinsky kraj, kysucke nove mesto",22
914,0,"zilinsky kraj, zilina",21
915,0,"zilinsky kraj, zilina",22
916,1,"zilinsky kraj, zilina",0
917,0,"zilinsky kraj, kysucke nove mesto",0
918,0,"zilinsky kraj, cadca",0
919,0,"zilinsky kraj, zilina",21
920,0,"zilinsky kraj, zilina",20
921,0,"zilinsky kraj, zilina",21
922,1,"zilinsky kraj, rajecke teplice",21
923,0,"zilinsky kraj, zilina",0
924,1,"zilinsky kraj, bytca",23
925,1,"zilinsky kraj, zilina",23
926,0,"zilinsky kraj, kysucke nove mesto",0
927,1,"zilinsky kraj, zilina",22
928,0,"zilinsky kraj, kysucke nove mesto",0
929,1,"zilinsky kraj, zilina",0
930,0,"zilinsky kraj, zilina",21
931,0,"zilinsky kraj, zilina",0
932,0,"zilinsky kraj, zilina",23
933,0,"zilinsky kraj, bytca",23
934,0,"zilinsky kraj, rajec",21
935,1,"zilinsky kraj, zilina",23
936,1,"zilinsky kraj, zilina",22
937,1,"zilinsky kraj, rajec",23
938,0,"zilinsky kraj, zilina",18
939,1,"zilinsky kraj, zilina",0
940,1,"zilinsky kraj, zilina",22
941,1,"zilinsky kraj, zilina",23
942,1,"zilinsky kraj, zilina",20
943,0,"zilinsky kraj, zilina",20
944,1,"zilinsky kraj, bytca",22
945,0,"zilinsky kraj, zilina",0
946,0,"zahranicie, zahranicie - ostatne",19
947,0,"zilinsky kraj, zilina",20
948,1,"zilinsky kraj, zilina",24
949,1,"zilinsky kraj, zilina",19
950,0,"zilinsky kraj, rajec",21
951,0,"zilinsky kraj, zilina",20
952,0,"zilinsky kraj, cadca",21
953,1,"zilinsky kraj, martin",25
954,1,"zilinsky kraj, zilina",0
955,0,"trnavsky kraj, trnava",0
956,1,"zilinsky kraj, zilina",30
957,0,"zilinsky kraj, zilina",21
958,1,"zilinsky kraj, zilina",22
959,0,"zilinsky kraj, cadca",20
960,0,"zilinsky kraj, tvrdosin",17
961,0,"zilinsky kraj, cadca",20
962,1,"zilinsky kraj, cadca",18
963,1,"zilinsky kraj, kysucke nove mesto",0
964,1,"zilinsky kraj, kysucke nove mesto",19
965,1,"zilinsky kraj, cadca",30
966,1,"zilinsky kraj, cadca",21
967,1,"zilinsky kraj, cadca",18
968,0,"zilinsky kraj, cadca",17
969,1,"zilinsky kraj, cadca",20
970,1,"zilinsky kraj, cadca",19
971,0,"zilinsky kraj, cadca",0
972,1,"zilinsky kraj, zilina",0
973,0,"zilinsky kraj, cadca",19
974,1,"zilinsky kraj, kysucke nove mesto",19
975,0,"zilinsky kraj, liptovsky mikulas",22
976,1,"zilinsky kraj, cadca",0
977,1,"zilinsky kraj, cadca",27
978,0,"zilinsky kraj, cadca",18
979,1,"zilinsky kraj, cadca",19
980,0,"zilinsky kraj, cadca",18
981,1,"zahranicie, zahranicie - usa",0
982,1,"zahranicie, zahranicie - francuzsko",0
983,0,"zilinsky kraj, dolny kubin",19
984,1,"zilinsky kraj, cadca",0
985,1,"zilinsky kraj, cadca",19
986,1,"zahranicie, zahranicie - gb",17
987,0,"zilinsky kraj, cadca",0
988,0,"zilinsky kraj, cadca",19
989,1,"zilinsky kraj, zilina",19
990,0,"zilinsky kraj, cadca",19
991,0,"zilinsky kraj, cadca",19
992,1,"zilinsky kraj, zilina",0
993,0,"zilinsky kraj, cadca",19
994,1,"zilinsky kraj, cadca",19
995,0,"zilinsky kraj, cadca",0
996,0,"zilinsky kraj, cadca",19
997,0,"zilinsky kraj, cadca",0
998,1,"zilinsky kraj, cadca",19
999,1,"trnavsky kraj, piestany",20
1000,0,"zahranicie, zahranicie - gb",16
1001,1,"zilinsky kraj, cadca",21
1002,0,"zilinsky kraj, cadca",0
1003,1,"zilinsky kraj, cadca",19
1004,0,"zilinsky kraj, cadca",20
1005,1,"zilinsky kraj, cadca",19
1006,0,"zilinsky kraj, cadca",19
1007,1,"zilinsky kraj, cadca",41
1008,1,"zilinsky kraj, cadca",19
1009,1,"zilinsky kraj, cadca",20
1010,0,"zilinsky kraj, zilina",0
1011,0,"zilinsky kraj, cadca",18
1012,0,"zilinsky kraj, kysucke nove mesto",0
1013,0,"zilinsky kraj, kysucke nove mesto",19
1014,1,"zilinsky kraj, cadca",18
1015,0,"zilinsky kraj, cadca",0
1016,1,"zilinsky kraj, zilina",18
1017,0,"zahranicie, zahranicie - rakusko",19
1018,0,"ceska republika, cz - ostravsky kraj",17
1019,0,"zilinsky kraj, cadca",19
1020,0,"zilinsky kraj, cadca",18
1021,1,"zahranicie, zahranicie - kanada",22
1022,1,"zilinsky kraj, bytca",21
1023,1,"zilinsky kraj, bytca",0
1024,0,"zilinsky kraj, zilina",0
1025,1,"zilinsky kraj, kysucke nove mesto",22
1026,1,"banskobystricky kraj, hrinova",37
1027,0,"zilinsky kraj, kysucke nove mesto",0
1028,1,"zilinsky kraj, kysucke nove mesto",24
1029,1,"zahranicie, zahranicie - rakusko",25
1030,0,"zilinsky kraj, rajecke teplice",0
1031,0,"zilinsky kraj, kysucke nove mesto",0
1032,1,"zilinsky kraj, zilina",17
1033,1,"zilinsky kraj, kysucke nove mesto",20
1034,0,"zilinsky kraj, kysucke nove mesto",20
1035,1,"zilinsky kraj, kysucke nove mesto",19
1036,1,"zilinsky kraj, kysucke nove mesto",20
1037,0,"zilinsky kraj, kysucke nove mesto",20
1038,1,"zilinsky kraj, zilina",20
1039,0,"zilinsky kraj, zilina",0
1040,0,"zilinsky kraj, kysucke nove mesto",20
1041,1,"zahranicie, zahranicie - gb",19
1042,0,"zilinsky kraj, kysucke nove mesto",20
1043,0,"zilinsky kraj, zilina",20
1044,0,"zilinsky kraj, kysucke nove mesto",0
1045,0,"zilinsky kraj, kysucke nove mesto",19
1046,0,"zilinsky kraj, kysucke nove mesto",20
1047,0,"zilinsky kraj, kysucke nove mesto",20
1048,1,"zilinsky kraj, kysucke nove mesto",21
1049,0,"zilinsky kraj, zilina",24
1050,0,"zilinsky kraj, kysucke nove mesto",19
1051,0,"zilinsky kraj, kysucke nove mesto",20
1052,0,"zilinsky kraj, kysucke nove mesto",20
1053,0,"zilinsky kraj, kysucke nove mesto",0
1054,1,"zilinsky kraj, kysucke nove mesto",0
1055,1,"zilinsky kraj, zilina",21
1056,0,"zilinsky kraj, kysucke nove mesto",20
1057,0,"zahranicie, zahranicie - australia",20
1058,0,"zilinsky kraj, kysucke nove mesto",19
1059,0,"zilinsky kraj, kysucke nove mesto",20
1060,0,"zilinsky kraj, kysucke nove mesto",20
1061,1,"zilinsky kraj, zilina",21
1062,1,"zilinsky kraj, kysucke nove mesto",20
1063,1,"zilinsky kraj, kysucke nove mesto",11
1064,0,"bratislavsky kraj, bratislava - dubravka",17
1065,1,"zilinsky kraj, kysucke nove mesto",20
1066,1,"zilinsky kraj, cadca",20
1067,0,"zahranicie, zahranicie - francuzsko",0
1068,1,"zilinsky kraj, bytca",18
1069,1,"zilinsky kraj, zilina",23
1070,0,"zilinsky kraj, kysucke nove mesto",19
1071,0,"zilinsky kraj, cadca",19
1072,1,"zahranicie, zahranicie - australia",0
1073,1,"zilinsky kraj, zilina",20
1074,0,"zilinsky kraj, zilina",18
1075,0,"zilinsky kraj, kysucke nove mesto",20
1076,0,"zilinsky kraj, kysucke nove mesto",18
1077,1,"zilinsky kraj, kysucke nove mesto",20
1078,0,"zilinsky kraj, kysucke nove mesto",18
1079,0,"zilinsky kraj, kysucke nove mesto",19
1080,1,"zilinsky kraj, kysucke nove mesto",19
1081,0,"zilinsky kraj, cadca",18
1082,0,"zilinsky kraj, kysucke nove mesto",0
1083,1,"zilinsky kraj, zilina",23
1084,1,"zilinsky kraj, kysucke nove mesto",20
1085,1,"zilinsky kraj, kysucke nove mesto",20
1086,0,"zilinsky kraj, kysucke nove mesto",21
1087,0,"zilinsky kraj, zilina",20
1088,0,"zilinsky kraj, kysucke nove mesto",19
1089,0,"zilinsky kraj, kysucke nove mesto",0
1090,1,"zilinsky kraj, kysucke nove mesto",21
1091,0,"zilinsky kraj, cadca",0
1092,1,"zahranicie, zahranicie - rakusko",0
1093,1,"zahranicie, zahranicie - ostatne",22
1094,1,"zilinsky kraj, kysucke nove mesto",0
1095,0,"zilinsky kraj, zilina",0
1096,1,"zilinsky kraj, zilina",0
1097,0,"zahranicie, zahranicie - francuzsko",21
1098,1,"zilinsky kraj, kysucke nove mesto",18
1099,0,"zilinsky kraj, cadca",20
1100,1,"zilinsky kraj, kysucke nove mesto",23
1101,0,"zilinsky kraj, kysucke nove mesto",25
1102,0,"zahranicie, zahranicie - ostatne",21
1103,1,"zilinsky kraj, zilina",24
1104,0,"zilinsky kraj, zilina",24
1105,0,"trenciansky kraj, nove mesto nad vahom",20
1106,0,"presovsky kraj, bardejov",0
1107,1,"zilinsky kraj, kysucke nove mesto",24
1108,1,"zilinsky kraj, kysucke nove mesto",25
1109,0,"zilinsky kraj, zilina",0
1110,0,"zilinsky kraj, kysucke nove mesto",25
1111,1,"zilinsky kraj, kysucke nove mesto",24
1112,1,"zilinsky kraj, kysucke nove mesto",25
1113,0,"zilinsky kraj, kysucke nove mesto",28
1114,0,"zilinsky kraj, kysucke nove mesto",0
1115,0,"zilinsky kraj, zilina",24
1116,1,"zilinsky kraj, zilina",33
1117,0,"zilinsky kraj, kysucke nove mesto",21
1118,0,"zilinsky kraj, kysucke nove mesto",24
1119,0,"zilinsky kraj, martin",25
1120,0,"zilinsky kraj, zilina",25
1121,0,"zilinsky kraj, kysucke nove mesto",22
1122,0,"zilinsky kraj, kysucke nove mesto",25
1123,1,"zahranicie, zahranicie - nemecko",0
1124,1,"zilinsky kraj, kysucke nove mesto",24
1125,1,"zilinsky kraj, kysucke nove mesto",22
1126,0,"zilinsky kraj, zilina",24
1127,0,"zilinsky kraj, kysucke nove mesto",24
1128,1,"zilinsky kraj, kysucke nove mesto",25
1129,1,"zilinsky kraj, kysucke nove mesto",24
1130,0,"banskobystricky kraj, detva",0
1131,0,"zilinsky kraj, kysucke nove mesto",26
1132,0,"zilinsky kraj, kysucke nove mesto",19
1133,0,"zilinsky kraj, kysucke nove mesto",22
1134,1,"zilinsky kraj, kysucke nove mesto",27
1135,0,"zilinsky kraj, kysucke nove mesto",16
1136,0,"zilinsky kraj, cadca",19
1137,0,"zilinsky kraj, zilina",0
1138,0,"bratislavsky kraj, bratislava - okolie",16
1139,1,"zilinsky kraj, kysucke nove mesto",0
1140,1,"zilinsky kraj, kysucke nove mesto",26
1141,1,"zilinsky kraj, cadca",0
1142,1,"zilinsky kraj, kysucke nove mesto",0
1143,0,"zilinsky kraj, kysucke nove mesto",0
1144,0,"zilinsky kraj, zilina",16
